HASH,num partitions,bug references,message
160be8d7d4960a3385fe1af9ababf834c25cd8f7,2,3363,"Issues 3363 and 3375: ObjectFlowState: completed the proppanel, improved the Fig, adapted the model for the ""inState"".This implementation is not yet complete; e.g. the ClassifierInState does not get saved - do not yet know how to accomplish that."
f756dc6dcbddc68513c83419ea555e0fc9962fed,2,,"Issue number:  549, 3848 - Allow Datatypes, Enumerations, and Stereotype definititions to be added to Class Diagrams.  Stereotypes not complete."
209d123e8a6fadfc6ec7251219c9683fb2b04d51,,,"Issue 2993: Open as UTF-8.Applied the patch from Andrea, but with the getEncoding() function moved to the PersistenceManager.Also corrected style issues."
408f48c22ff956e5e9a2626fa758fa743c1da07e,,,"Issue 77: added the Escape key shortcut to Import Sources dialog. Also added the UIUtils class, which contains the loadCommonKeyMap method, in order to avoid code duplication."
14ba8b087cbb578d303bc92e522113b1d5667ad4,3,"4069, 4508","Further Notation improvements, according the architecture agreed with Bob.See issue 1207, 4069 and 4508."
e7b80a34211a9ce62865d2ef94e8cea5a297969b,2,"4394, 4015",Issue 4394 & 4015: Create a proppanel for a ElementImport & ElementResidence.Still a few problems remain...
63d8fe158a6e97cd82e71ceca8a370c45b756237,2,,"Issue 440, 501 - Allow most classifiers and instances in class diagrams"
cd57182fdeca48c1fa95f9c5efb9d4271faea6da,,,Issue 4677 - Fix namespace validity checking for generalizations & generalizable elements.  Add import handling for packages. http://argouml.tigris.org/issues/show_bug.cgi?id=4677
987c1d90c36644b156f3097de2acaf4ddddada32,2,"3157, 5160","Fixed the problem that the fig height increases when you make the stereotype name longer.Similar to several old issues, e.g. issue 5160, 3157."
d040b17f64a7e36d4f3970aecf0d1e03a35b5047,,,Fix for issue 5638: ClassifierRole toolbelt should create uniassociationRole.Also fixes an exception when testing this toolbelt button.
cfc853b4457e9edd6c5cc1f6e9fd9b0f1c89036e,,,"Some refactoring at the end of this patch.Fix for a part of issue 5150: The ""sorter"" project from issue 5030 now shows the same strings when it loads as in the past with the previous sequence diagram implementation.The fallback had to be adapted for the case where the script of the Action was empty, but there were arguments. In this case, the arguments were shown. This is now changed so that not the arguments are shown, but the operation name or message name."
b0c84e6a34941f04c3bfa23d5d7d2aa2af870773,,,"Fix for issue 5421: Printing causes a line to be printed between stereotype and class name.This problem was also visible when scaling.Solved by making the stereotype fig be drawn inside the top margin of the nameFig.Also fixed: These figs now get drawn with the correct size when the mouse goes down, but is not yet released.Also, D&D of a fig onto the diagram now drops the fig at the release location, not at (10,10).Also: correct calculation of line-width for the compartment box - not yet for the compartment figs themselves."
a7036ab39c0b81fb2c48d6d8c982642bfd964524,2,"6048, 6053",Issue 6048 and 6053. Give buttons to add states to state vertex control. Identify Pseudostate panel by its pseudostate kind
